text,label
"rahulgandhi kanhaiyakumar yadavtejashwi tejyadav14 druditraj hansrajmeena incindia rishibagree तो उसमे ाइनीज एवम् ाकिस्तानी भी होंगे तथा उनकी संख्या कम नहीं होगी। तुम्हारा
स्तर बस ाक्ष तथा ौल उड़ाने से इतर कुछ नहीं थावो भी ानघाटी जैसे 
ंवेदनशीलमुद्दे पर। rishibagree जी का प्रतिउत्तर में किया गया ट्वीट तुम्हे लज्जित करने के लिए पर्याप्त है यानि  मियां की ",1
"ghamand na kar mere dost
suraj aaj chand ban gya
tu to insaan hai

  

photo shot by me ",1
"koi toh bol raha tha aaj duniya khatam hone wali hai kaha hai wo log
        ",1
lolz musharaf ki baqiyaat ab civil supremacy ki tabeleegh dy rahy    ,1
"हम भारतीय की देशभक्ति देखनी है किसी को 

ठीक है flipcart पर redmi फ़ोन का sell लगने दो ।
आउट ऑफ स्टॉक होते ही समझ जाना china का किस कदर विरोध कर रहे हम सब ।

ाक्ष",1
"bahar ki gandgi mat khaya kar jo kahana hai mai tujhe ghar pe banake dungi is the biggest lie every brown kid has ever been told by their moms
           ",1
आदरणीय श्री rahulgandhi जी आपके परिवार वालों ने इतना पैसा खर्चा कर के आपको विदेश से पढ़ाया लेकिन अफसोस आपको संरेन्डर surrender की स्पेलिंग नही आती  हमारी मान लो साहब आप इंग्लिश स्पीकिंग का कोर्स कर लो 30 दिन में लिखना और बोलना सिख जाएंगे आप ाक्ष ,1
vijaymandeshi  आहे रे,1
"एक न्यूज चैनल ये दिखा रहा है कि दुनिया खत्म हो रही है 
दूसरे चैनल पर चल रहा ग्रहण का अगले साल आप पर क्या असर पड़ने वाला है
",1
"thug life 





              jaipur rajasthan ",1
"aaj sabse lamba din haibut did you know ki aaj sabse choti raat bhi hai
  ",1
"sudhirchaudhray iska karan kon hai kabhi kabhi apni chiz bhi prayi lgne lgti hai 
dukh to sabhi deshvashiyon ko hona chahiye 
ाक्ष",1
"सच मे मुझे बडा दुख होता है 
जब मे किसी विशेष संप्रदाय के लोगों को अंडा बैचते या साईकल का पंचर बनाते हुए देखता हु।

क्या हालत हो गयी है लाल किले के मालिको की। ाक्ष",1
"beingsalmankhan beingsalmankhan  to all those doubting thomas out there dekho bhai ka dil kitna bada hai aansu aa gaye yeh padh kar 
",1
bjp4india jpnadda bjp विधायकों के खिलाफ शिकायत दर्ज करना गलत है। वे सभी सच्चे पण्डित की तरह सच्चे हैं। कुलदीप सिंह सेंगर एक ऐसे देशभक्त हैं जो राष्ट्र की सेवा कर रहे थे। बीजेपी को लोगों को बेवकूफ बनाना बंद करना चाहिए।      ,1
"ptinews मोदी है तो मुमकिंन है चाये पैदल ही चलना पड़े मेरे मजदूर भाइयो की तरह लेकिन आयेगा तो मोदी

",1
"dil sambhal jaa jara phir katwane chala hainn tuuuu
 

 
",1
rolitiwarimish1 कार्यवाही हो गयी ाक्ष ,1
"चेला घर में घुसकर मारुंगा गुरु यही कहा था ना आपने 
गुरु  हां बच्चावही तो कर रहा हूंघर में बैठकर मच्छर मार रहा हूंाक्ष गप्पू पर",1
"kuch log aapko khud ki life se nikal chuke hote hai
aur aapko pata bi ni chalta ki aapka kat chuka hai 
",1
"brandanuj kha dekha tha ek photo b daal dete thoda or maja aa jata logo ko
",1
"आज ट्विटर पर किसी यूजर के ट्वीट में एक शब्द देखा हंसी तो बहुत आई पर वास्तविकता भी काफ़ी थी। दरअसल शब्द था छप्पनेश्वर 
मुझे तो लगा कोरोना से लड़ने के लिए भगवान ने कोई नया अवतार ले लिया हो 
",1
"jinko hathi chiti ka joke smj mai nahi atha tha woh log aaj kal meme or  ka baat kr rahe
 ",1
"आलू से सोना बनाने की तकनीक खोजने वाले महान वैज्ञानिक की चिंताओं को सिरे से खारिज नहीं किया जा सकता।
rahulgandhi      ",1
"rajnathsingh narendramodi कड़ी निन्दा चाचा अपना काम कीजिए प्रचार करने को न्यूज़ चैनल है। आप क्यों तकलीफ लेते है।

ाक्ष",1
"bjp4india jpnadda अगर कांग्रेस के mla बीजेपी राज्यसभा सांसदों को क्रॉस वोटिंग कर देते तो शायद राजस्थान से ग्रहण हट जाता
लेकिन दुर्भाग्य है राजस्थान की जनता का 

ाक्ष",1
ट्विटर पे ये अच्छा है किसी भी बड़े नेता पत्रकार या हीरो के नाम का इस्तेमाल करके आईडी बना कर फॉलोवर्स ले लो और फिर अपना नाम चिपका दो ये बहुत ट्रेंड मे है। ाक्ष,1
"relatives  beta zindagi me aage badho aur khub tarakki karo

me  aap seh paoge

sannata

  
 ",1
"जैसी उसकी डिग्री वैसा उसका ज्ञान
झूठे उसके साथी झूठे उसके बयान 
ेराभारतमहान    ",1
"चीन के मुद्दे पर ओवैसी इतना गुस्से में है कि वो अभी शी जिन पिंग को 5 मिनट के लिए चीनी आर्मी पुलिस हटाने को कह पूरे चीन को खत्म कर देगा
ाक्ष",1
"zindgi kitni aasan ho jati agar hum sab ye fam commentors ki baat maan lete
par nahi


 
 
 ",1
"never date a person who is on diet jo khud ke body ka na ho saka wo tumhara kya khak hoga

                 ",1
"योगी जी चाहे तो तुरंत भारत को corona मुक्त कर सकते है। बस उन्हें भारत का नाम बदलकर न्यूजीलैंड रखना है।
",1
"मीडिया को कांग्रेस अध्यक्षा से ये पूछना ही चाहिए  कि भक्तों के भगवान से ऐसा सवाल ही क्यों पूछा जिसका जवाब ही नहीं आता था ।।
कांग्रेस देशद्रोही है  
profdilipmandal

ोदीमीडिया
िपक्षनेक्याकिया
ाक्ष",1
अभी 3 महीने का रिचार्ज करवाया है फोन का।तब तक के लिए रुक जाओ यार   ,1
"दिल्ली के स्वास्थ्य मंत्री satyendarjain
को दिल्ली के सरकारी अस्पताल से निकाल कर दिल्ली के प्राइवेट अस्पताल में भर्ती कराया गया है

इतने पर भी ये दिल्लीवाले बोल रहे हैं की arvindkejriwal ने दिल्ली में हेल्थ सेक्टर को वर्ल्ड क्लास नहीं बनाया
ाक्ष   ",1
"ख़ुशनसीब हो तुम जो मन मार कर जी रहे हो।
जमाने मे तो लोगो ने अपनी भूख को मार रखा है।।।।।

      ",1
"baalti bhar ke gaaliya dunga 
                                                                               ab agar kisi ne trust ka naam liya to 

 ",1
"कह दिया ना बस 
बात ख़त्म अब कोई बहस नहीं ।
ोदीहीपप्पूहै     ्दाख़    ेराभारतमहान ",1
"mirzabikaneri पागल हैं हुज़ूर  जनता के ईश्वर तो दरोगा जी ही होते हैं  
",1
"post daalne ka bhi ek funda hai

rakhte kisi aur ke liye hai

feeling kisi aur ko aati hai

galatfemi koi aur par 
  leta hai

reply koi aur hi kar jata hai

 ",1
"जिस भूमि पर एक तिनका नहीं उगता उस भूमि के लिए काँग्रेस की बेचैनी समझ से परे है। 
मोदी का क्या है वो तो बंजर भूमि के लिए पागल हो गया है। 
 लिख दूँ या",1
"hahahaha अब इससे ज़्यादा क्या बुरे दिन आयेंगे की इसे अब अपनी सफ़ाई में आपने फैंस से गवाही मांगनी पड़ रही हैसलमान के फैंस पता नहीं कितना awkward feel कर रहे होंगे इस समय
 

",1
"nibbii  34 boyfriend banane ke bad   pyaar andha hota hai

me  beta pyaar andha nhi hota tune  andhadhun pyar kiya hai 



 
 
 
 
",1
"curiousguy2020 deepsealioness delhipolice bhai aajkal jinpe nsa laga hota hai wo bhi twitter pe aurto ko gaali de dete hai

",1
"band geet vi hoo jaan ge tusi hathyaar tah band kardo

              ",1
"hum 90s wale jab 1415 saal ke the to sirf enjoyment ke liye ghar ghar  khelte the 
ye saale 2000 wale sach hi maan liye bhenchod 1415 saal ki age mein shaadihomeymoon ki baatein kar rhe hai

    ",1
"mero sarkar le aam janta ko byapar ma support garda khusi lagcha hou atyantai

 ",1
"अभी नाज़ है टूटे दिल को वफ़ा पे
के टूटेंगे सारे भरम धीरे धीरे 

 भक्त
ाक्षyadavakhilesh iasassociation ipsinghsp upendratiwari",1
rohit70026949 timesnow satyajayate incindia altnews zoobear freethinker  tha bhai,1
"            meri na sahi khariyat iss
                 dil ki puch liya karo

           jis dil mein tum rehte ho

     ",1
"शास्त्रों लिखा है इंसान को जो माइलेज ज़िंदा रहते मिलनी चाहिए वो मरने के बाद ही मिलती हैl

",1
"news channels since morning bhartiya fauj ne apna khufiya viman p8i galwan ghattey ke nazdeek tainaat kar diya hai

",1
insearchajit chouhanshivraj बहुत सही कहा आपने नम्बर एक ाक्ष,1
when sidhant said jaha humare sapne poore hote hai waha inka struggle shuru hota hai ananyas reaction be like jhaant samajh nahi aaya kuch       ,1
"kaganawatdee acharyapramodk अगर आज लहरू जी होते तो शी जिनपिंग की बीवी को ऐडविना की तरह पटाकर सिगरेट पिलाकर अपने वश में कर लेते और तिब्बत ही नहीं सीधे शंघाई पर कब्जा कर लेते 

इश्क़ और जंग में सब जायज़ है लहरू की किताब द ठरकी लहरू से  

ाक्ष",1
"someone yaar pyar karo chutiyapa nahi


medono alag alag hote hain kya

    ",1
"jitne log aaj shadi me invite hote hai usse jyada to pehle bina bulaye aa jate the

   ",1
"तुम उसे कॉफी पीने के बहाने बुलाते रहोगे
और वो कहीं चाय की प्याली पकड़े दिल लुटा आयेगी ।। 

   ",1
"tribeccaangie rahulgandhi bas kar pagli rulaegi kya
",1
"अगर आज नेहरू जी होते तो शी जिनपिंग की बीवी को एडविना की तरह पटाकर सिगरेट पिलाकर अपने वश में कर लेते और तिब्बत ही नहीं सीधे शंघाई पर कब्जा कर लेते 

इश्क़ और जंग में सब जायज़ है नेहरू की किताब द ठरकी नेहरू से  

जय कांग्रेस आक थू 

ाक्ष",1
"              bloklist ka pata nahi

              par ignore list bahut se
         chutiyon  se  bhari  padi  hai

    ",1
"ipl की टीम csk की टीम के डॉक्टर डॉ मधु थोट्टापपिल्लई को उनके द्वारा किए गए एक िवादित ट्वीट में pm cares फंड और िदानी सैनिकों पर ाक्ष करने के लिए िलंबित कर दिया है।

डॉक्टर मधु 2008 में आईपीएल की शुरुआत से ही csk के आधिकारिक टीम डॉक्टर था ",1
once a wise man said  jab tak is desh m saneema hai log chutiye bante rahenge  ft ramadheer singh      ,1
"                 

friends  chal bahar ghumne chalte hai bada maja ayega

me  ",1
"अगर आज नेहरू होते तो शी जिनपिंग की बीवी को एडविना की तरह पटाकर सिगरेट पिलाकर अपने वश में कर लेते और तिब्बत ही नहीं सीधे शंघाई पर कब्जा कर लेते 

इश्क़ और जंग में सब जायज़ है 
नेहरू की किताब  द ठरकी नेहरू से 

आक थू कांग्रेस 

ाक्ष ",1
"pehle log muh se bol kar taana marte the 
                                                                             ab to bhenchod bas status laga dete hai 

 ",1
bilawal zardari  naqli bhutto  ,1
abpnews bhai ye kya   ,1
"chamagadar raat ko isliye udte hai kyunki din mei kisi chinese ne dekh liya toh
     ",1
"sambitswaraj dhruvved अगर आज नेहरू जी होते तो शी जिनपिंग की बीवी को एडविना की तरह पटाकर सिगरेट पिलाकर अपने वश में कर लेते और तिब्बत ही नहीं सीधे शंघाई पर कब्जा कर लेते 

इश्क़ और जंग में सब जायज़ है नेहरू की किताब द ठरकी नेहरू से  

जय कांग्रेस आक थू 

ाक्ष",1
"rahulgandhi lambaalka अगर आज नेहरू जी होते तो शी जिनपिंग की बीवी को एडविना की तरह पटाकर सिगरेट पिलाकर अपने वश में कर लेते और तिब्बत ही नहीं सीधे शंघाई पर कब्जा कर लेते 

इश्क़ और जंग में सब जायज़ है नेहरू की किताब द ठरकी नेहरू से  

जय कांग्रेस आक थू 

ाक्ष",1
"pehle meri bas kismat soh rhi thi
ab mein bhi uske saath soh rha

      ",1
"acharyapramodk अगर आज लहरू जी होते तो शी जिनपिंग की बीवी को ऐडविना की तरह पटाकर सिगरेट पिलाकर अपने वश में कर लेते और तिब्बत ही नहीं सीधे शंघाई पर कब्जा कर लेते 

इश्क़ और जंग में सब जायज़ है लहरू की किताब द ठरकी लहरू से  

ाक्ष",1
"लद्दाख बोर्डर पर सेना की तरफ से एक टीले पर राहुल के बैठने का बंदोबस्त किया जाना चाहिए कि वो सब लाइव देख सके और बाद में अपनी जिज्जी के साथ मिल के चीन की सरकार के साथ साझा भी कर सके। साथ में इसको इंडिया चाइना के अग्रिमेंट भी पकड़ा दो ताकि बीच में पढता रहे
ाक्ष 
ekhivillain",1
"वो मेरी रस्सी थी मैं उसकी पतंग।
छोड़कर हवाओं में हो गए असंग।।

margrtmacwan 
drkumarvishwas 

",1
kabhi ghanta farak nai parta aur kabhi ghanto farak padta hai          ,1
"realnetan अगर आज नेहरू जी होते तो शी जिनपिंग की बीवी को एडविना की तरह पटाकर सिगरेट पिलाकर अपने वश में कर लेते और तिब्बत ही नहीं सीधे शंघाई पर कब्जा कर लेते 

इश्क़ और जंग में सब जायज़ है नेहरू की किताब द ठरकी नेहरू से  

जय कांग्रेस आक थू 

ाक्ष",1
"acharyapramodk अगर आज नेहरू जी होते तो शी जिनपिंग की बीवी को एडविना की तरह पटाकर सिगरेट पिलाकर अपने वश में कर लेते और तिब्बत ही नहीं सीधे शंघाई पर कब्जा कर लेते 

इश्क़ और जंग में सब जायज़ है नेहरू की किताब द ठरकी नेहरू से  

जय कांग्रेस आक थू 

ाक्ष",1
livingdream090 bhai tuje  word pata hai kya hota hai  ek kaam kar fridge ka door open kar freezer se ice nikal aur laga  abb ye matt poochna kaha pe ,1
"अगर आज नेहरू जी होते तो शी जिनपिंग की बीवी को एडविना की तरह पटाकर सिगरेट पिलाकर अपने वश में कर लेते और तिब्बत ही नहीं सीधे शंघाई पर कब्जा कर लेते 

इश्क़ और जंग में सब जायज़ है नेहरू की किताब द ठरकी नेहरू से  

जय कांग्रेस आक थू 
ाक्ष
incindia",1
"अरे सीमा पर तो रोज ही जवान मरते हैं
अब क्या हर रोज ही अफसोस थोडी करते हैं।
उसका घर तो अब सरकार चलाती है ना
बापबेटेऔर पति की प्यास तोवही बुझाती है ना।

खैर छोडो यारसैनिक था उसे तो मरना ही था।

ाक्ष
sourav jangir",1
"incmp अगर आज नेहरू जी होते तो शी जिनपिंग की बीवी को एडविना की तरह पटाकर सिगरेट पिलाकर अपने वश में कर लेते और तिब्बत ही नहीं सीधे शंघाई पर कब्जा कर लेते 

इश्क़ और जंग में सब जायज़ है नेहरू की किताब द ठरकी नेहरू से  

जय कांग्रेस आक थू 

ाक्ष",1
"अगर आज नेहरू जी होते तो शी जिनपिंग की बीवी को एडविना की तरह पटाकर सिगरेट पिलाकर अपने वश में कर लेते और तिब्बत ही नहीं सीधे शंघाई पर कब्जा कर लेते 

इश्क़ और जंग में सब जायज़ है नेहरू की किताब द ठरकी नेहरू से  

कांग्रेस आक थू 

ाक्ष",1
"muje lagta he ke ab waqt aa chuka he amit shaha ji ko ladakh me bhejne kaq ke zeher hi zeher ko katta he n bhai
chaina agar naag he to amit ji shehsh naag he
 
 ",1
"  
 he  mujhe tumse break up krna hai
she  kyu kya hua ab mne kua kr diya
he  yar tu illogical baate krti hai
she  aji mera lawda 
he  ",1
"जब कोई हमारे उपर बेहतरीन ज्ञान की वर्षा करे। 
ली मी  ",1
"           tum  alag  nahi lajawab ho

            ishq ko bohat badman karne 
            walo ko tum karara jawab ho 

   ",1
"              sirf  smile  chhod ke

         baaki saare kaam main dil se hi 
                        karta hoon

    ",1
"ye loog dikhte 2 hn hota 1 hi hai
aik jo ap ko dekh k kahe
1st
ye asa hi hai is se kuch nhe hoga khud ko kharab kea meri nhe suni
2nd
muje pata tha is bande me kuch hai  ye kuch bada karega jab ap kuch achieve karte ho
stay away from both
 ",1
"dane dane par jyse khane wala ka naam likha hota hai
wyse hee dhokedard aor zakhmoon par ashiqoon ka hak hota hai
    ",1
"ये बस ऐसा है की मे बोलू im boycotting an english language इंग्लिश भाषा में बोलना भी है और बहिष्कार भी करना है ऐसे कैसे सलेगा
        ",1
"relatives   aur beta padhai kese chal rahi hai 
me  bass chalti hi jaa rahi hai itni door nikal gayi hai ki mere pohoch se bahat hai

  ",1
"pakistan main pesa kamanay k liye bhi pese chahiye hotay

  ",1
"thedeshbhakt   wala dharm nhi chhoro ge shahab 
ab mtlb mt puchhna abhi tak mene google nhi kiya hai 
",1
askanshul राहुल  मोदीजी ने पैसा खिलाया है। ,1
"sardesairajdeep yeh khel sahi hai maharashtra wala bhi theek tha par mp me jo hua woh ek giri hui harkat hai bjp dwara
kyun nishpaksha patrakar chacha ",1
"अमित शाह जी गृहमंत्री कम 

चुनावी चीयर लीडर 

ज्यादा है।
ाक्ष priyajoshipj rajasthanpyc",1
"aap chronology samjhiye
         ",1
mamtatripathi80 ऐसा नहीं है। दोनों पक्षों में ख़बरे सूत्रों के मुताबिक आ रही हैं आधिकारिक स्टेटमेंट कम ही दिख रहे हैं। ,1
anujsingh20291 norbertelekes shant gadadhari bheen shant understand ,1
"


har bar situation hi nahi
 bhi samajhna hota hai

",1
"agar shadi hi nahi kerni thi to birthday per kyu aayi thi 

    ",1
"            please is made for girls 

        boys toh bahi nahi hai  tu mera
        keh ke apni baat manwa lete hai

     ",1
"ऊँची कुर्सी पर बैठने के लिए गारे में मजबूती खून के रंग से लाई जाती है।
 कमल उपाध्याय 
्यंग्य ाक्ष ानूबबा",1
क्यों नहीं  चीनी जवान भी तो सरकारने ही भेजे थे उसकी भी जिम्मेदारी लेगी सरकार      aajtak ,1
"

tu pyar hai kisi aur ka tujhe
khilata abhishek
pilata robin
ghumata abhinav

chahta koi aur hai


  ",1
"मित्रों   मैं आप का जुमलेश्वर 
आप सभी आज रात ठीक 900 बजे अपनी लाइट बंद करके अपनी बालकनी में खड़े होकर
मुंह से ठाएं ठाएं बोलकर चीन को डरा कर बदला लेंगे
ठीक है 

ाक्ष",1
"ye kha se aayi hogi seedhe south korea sejinda pkdege in bsiwalo ko kaaleen bhaiya khe h shashank priyans22763226
 
 ",1
"aajtak  ye kya bakloli hai bhai
  treand karva rahe ho aur advt chinese company ki  

pura maal akele hadap lege ",1
"ranikavita01 माना कि्जी ोकीदारों के राज में 
इनका साथ भी अंधेरा से घना है 

मगर दुनिया के श्रमिकों दर्द में 
तो भी  िया जला
 प्रकाश दिखाना 
 कहाँ मना हैं 

ाक्ष ",1
"mahuamoitra buntykichatri वो चुप नहीं है बस बोलना भूल गए है। कोई तो अध्यापक बुलाओ।
ाक्ष",1
"trust to yuhi badnaam hai sabse jyada rishte to is autocorrect ne kharab kiye hai 

   ",1
"jagrannews देश तो भारत के जवानों के साथ हो गया

लाल आखें दिखानेवाले वालें का जूमला कफुर हो गया

गोदी मिडिया का साथ मिला तो भी 56 इचं  दिखानेवाले चीन के आगे भीगी बिल्ली हो गया

 हमने उजियारे में 20 जवान खोए आखिर फर्जी चौकीदारों का हुजूम कहां खो गया


ाक्ष ",1
"rahulgandhi देश तो भारत के जवानों के साथ हो गया

लाल आखें दिखानेवाले वालें का जूमला कफुर हो गया

गोदी मिडिया का साथ मिला तो भी 56 इचं  दिखानेवाले चीन के आगे भीगी बिल्ली हो गया

 हमने उजियारे में 20 जवान खोए आखिर फर्जी चौकीदारों का हुजूम कहां खो गया
  
ाक्ष",1
"druditraj incindia लाल आखें दिखानेवाले वालें का जूमला कफुर हो गया

गोदी मिडिया का साथ मिला तो भी 56 इचं  दिखानेवाले चीन के आगे भीगी बिल्ली हो गया

 हमने उजियारे में 20 जवान खोए आखिर फर्जी चौकीदारों का हुजूम कहां खो गया

 
 

ाक्ष",1
"chitraaum लाल आखें दिखानेवाले वालें का जूमला कफुर हो गया

गोदी मिडिया का साथ मिला तो भी 56 इचं  दिखानेवाले चीन के आगे भीगी बिल्ली हो गया

 हमने उजियारे में 20 जवान खोए आखिर फर्जी चौकीदारों का हुजूम कहां खो गया

 
 

ाक्ष ",1
"मौन व्रत है अभी 
भक्तों के हिसाब से आप पाकिस्तान के एजेंट हैं शायद जो ऐसी बातें कर रहे हैं या फिर आप कांग्रेसी चमचे है 
 ",1
"swetasinghat अजब तनाव है माहौल में 
कहें किस से 

 चोरों ने देश को दिमक की 
तरहखोखला किया 

अब तो कुछ को
इसी का मलाल है 

अवसाद भरी जिंदगी में 
कहें किस से  

ाव्य 
ाक्ष
ाकार
ाकेशपाण्डेय ",1
"हुआ है शह का मुसाहिब फिरे है इतराता
वगरना शहर में ग़ालिब की आबरू क्या है

ख़ुद पर ाक्ष करना यह तो कोई ़ालिब से सीखे मुग़ल सम्राट बहादुर शाह जफ़र के दीवानेख़ास में उनकी काफ़ी पूछ थी हालांकि ग़ालिब ने खुद को कभी दरबारी कवि नहीं माना
 on ",1
"starkids
arey yar hmari kya galti h
hmare gharwalo ne humse puch k thodi hume paida kiya tha
hume to khud baad me pata chala

       ",1
"jo log online hote hai
par geeen dot  nahi dikhta




i think corona bhi usse darta hoga ki chipku ya nahi

             ",1
"current situation be like

shaqal dekh apni
sunke dar nahi lagta

life dekh apni
sunke sab gila ho jata hai 
    ",1
wah gobhi ji wah  ोदीहीपप्पूहै        ,1
"bharatiya sanskriti ka aadar rakhte huye hum maa behen ki gali nahin denge

credit karanshah156 
                     ",1
"saalo se is dharti pe paani ki ek bond tak nahi giri par aaj yaha toofan aayega
follow  for more stuff




             ",1
"soch ka sach
kuch soch rh th
kuch der bad long pause 
are  ky soch rh th
",1
iamakshaydhawan jo ladki ladke ko chhedti hai vo sashakt ladki hoti hai vo apne maa baap saas sasur pati ya kisi ko bhi jhoothe case me phasa sakti hai ,1
"jindagi me mai 2 hi galati baarbaar krta hoon

pehla to ye ki mai galati karta hoo aur doosra mai ye sochne sochne lagta hoo ki ye galati maine ki kb
 ",1
"आँसु आए तो खुद पोंछना 
लोग पोछेंगे तो सौदा करेंगे 
 

pc  pranavsane mohitlimaye 






       ",1
"amritkanyaaaa क्या है की काँग्रेसियो के खिलौने की सर्विसिंग चाइना में ही होती है 
",1
"ाक्ष 

हमने तोह टिकटोक हटा दिया के 100 करोड़ जाने से रोक देंगे  
लेकिन साहेब तोह 1150 करोड़ दे बैठे ।

जबकी कतार में हमारी अपनी ाटा भी थी  जो मजबूती और अच्छे काम के  लिए जानी जाती है । ",1
"एक पड़ोसी टीडी भेज रहा है दूसरा पड़ोसी कोरोना भेज रहा है ओर लद्दाख में टेंट भी गाड़ रहा है तीसरा पड़ोसी मनमर्जी के नक्शे छाप रहा है

श्रीलंका भाई तू क्यों शरमा रहा है आजा तू भी रावण की मौत का बदला ले ले 
    ",1
yadavakhilesh बिना बीवी वालों को तो कोई मकान किराए पर नहीं देता इन्होंने देश दे दिया। ाक्ष।,1
"आज तो चीन की ख़ैर नहीं टुकड़ेटुकड़े कर देंगे हमारे tv चैनल वाले 
शाम तक कड़ी निंदा भी हो जाएगी देख लेना 
     ",1
"मैं उस रक्षा विशेषज्ञ को दो शब्द लेकर खोज रहा हूं जिसने कहा था चीन से हमें कोई खतरा है ही नहीं क्योंकि वहां वाले तो मांबाप की इकलौती औलाद होते हैं।
sudhirchaudhary कहीं ये आप तो नहीं

ाक्ष",1
